id;x;y;z;zoneid;zonename;ap1;ap2;ap3;ap4;ap5;ap6;ap7;ap8;ap9;ap10;ap11;ap12;ap13;ap14;ap15;ap16;ap17;ap18;ap19;ap20;ap21;ap22;ap23;ap24;ap25;ap26;ap27;ap28;ap29;ap30;ap31;ap32
8c20a4bc-aa09-44e8-82f2-5698256c9da7;28.0;9.0;1.5;1501dc2f-55e3-44bd-8f15-8c26a8c7410d;Ground Floor East Corridor;;-85.0;-78.0;-80.0;;-81.0;;-72.0;-85.0;;;;-88.0;;;-61.0;;;-82.0;-83.0;;;;;;;;;-77.0;;;-86.0
46bc4026-531d-455f-833f-c7038833273b;5.0;9.0;1.5;1501dc2f-55e3-44bd-8f15-8c26a8c7410d;Ground Floor East Corridor;-81.0;-87.0;;;;;;-80.0;;;;-84.0;-74.0;;;-46.0;-77.0;-77.0;;;-85.0;-85.0;;;;;-85.0;;-75.0;;;
db577ea9-9bed-4ed2-ac9b-17ade7a29348;29.0;7.0;1.5;1501dc2f-55e3-44bd-8f15-8c26a8c7410d;Ground Floor East Corridor;-75.0;-91.0;-76.0;-77.0;;-87.0;;-66.0;-85.0;;;;;;;-67.0;;;-77.0;-76.0;;;-92.0;;;;;;-85.0;;;-81.0
7a38be43-d77c-4ae2-8c61-7bafb12a794a;33.0;7.0;1.5;1501dc2f-55e3-44bd-8f15-8c26a8c7410d;Ground Floor East Corridor;-72.0;;-79.0;-86.0;;;;-55.0;-86.0;;;;;;;-59.0;;;-75.0;-77.0;;;;;;;;-86.0;-80.0;;;-86.0
3e8822a5-fedf-45ce-9295-bd4ffbc51c74;2.0;7.0;1.5;1501dc2f-55e3-44bd-8f15-8c26a8c7410d;Ground Floor East Corridor;;;;;;;;-83.0;;;;-83.0;-77.0;;;-64.0;-80.0;-79.0;;;;;;;;;;;-77.0;;;
8835f76f-05c3-43ee-a759-d8291ea8f7d4;30.0;9.0;1.5;1501dc2f-55e3-44bd-8f15-8c26a8c7410d;Ground Floor East Corridor;-79.0;-88.0;-85.0;;;-93.0;;-67.0;-86.0;;;;-84.0;;;-75.0;;;-78.0;-79.0;;;;;;;;-88.0;-85.0;;;-87.0
8444898e-b89f-4dea-a881-ece3d6ff865e;4.0;7.0;1.5;1501dc2f-55e3-44bd-8f15-8c26a8c7410d;Ground Floor East Corridor;;-89.0;;;;;;-86.0;;;;-81.0;-77.0;;;-51.0;-74.0;-72.0;;;-90.0;-88.0;;;;;-89.0;;-85.0;;;
efe28cbf-1a03-4cfe-b93a-ef78acdb467e;7.0;26.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-83.0;;;;-82.0;-88.0;;;-75.0;-75.0;;;;;-94.0;;;;;
a1a0c15c-3120-41f4-a2b0-4e56201f9de7;3.0;23.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-87.0;;;;;;;;-74.0;-75.0;;;;;;;;;;
10edbc97-cb8c-417a-b2bc-3345c830f195;4.0;23.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-82.0;;;;;;;;-69.0;-69.0;;;;;;;;;;
91e87726-fab4-4be2-9628-a4ab65af0607;3.0;27.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;;;;;;;;;-83.0;-84.0;;;;;;;;;;
3f19cb61-1cb0-4941-87f4-07c356ad4ba9;1.0;24.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-88.0;;;;;;;;-72.0;-73.0;;;;;;;;;;
075bb320-e118-4445-98ac-a976bd632c8a;5.0;22.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-94.0;;;;;;;;-78.0;;;-82.0;;;;-84.0;-83.0;-88.0;;-67.0;-67.0;;;;;-91.0;;;;;
53c3e7ff-0253-4008-b3df-f2da5e9757ad;9.0;23.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-76.0;;;-79.0;;-85.0;;-81.0;-83.0;;-86.0;-63.0;-62.0;;;;;-87.0;;;;;
ee75275c-4883-43b1-b879-6c0092c3f9fc;3.0;28.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-84.0;;;-78.0;;;;;;;;-68.0;-69.0;;-86.0;;;;;;;;
bee5f92e-c461-4e02-bc5c-d0c36fe13b9e;5.0;23.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-80.0;;;-74.0;;;;-83.0;;-89.0;-86.0;-65.0;-65.0;;;;;-88.0;;;;;
f8142822-7194-4e00-bdf3-16f30217c0f2;9.0;25.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-88.0;;;;;;;;-82.0;;;-84.0;;;-93.0;-85.0;-85.0;;;-70.0;-70.0;;;;;-88.0;;;;;
0d68933a-f8f1-408b-accb-5836fa46cdab;6.0;28.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-81.0;;;-85.0;;;;-83.0;-81.0;;;-66.0;-65.0;;;;;-83.0;;;;;
a5837522-377a-4725-9d7f-87216f421041;5.0;25.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-82.0;;;;-88.0;;;;-69.0;-70.0;;;;;;;;;;
c5c13919-11e0-4a5b-b656-4737c71ceab8;8.0;25.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-93.0;;;;;;;;-79.0;;;-84.0;;;;-84.0;;;;-69.0;-70.0;;;;;-86.0;;;;;
787605df-ba3a-4b30-8198-17f46c0a45ef;7.0;25.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-93.0;;;;;;;;-82.0;;;-83.0;;;;-82.0;-81.0;;;-66.0;-68.0;;;;;-88.0;;;;;
45eb28b6-a47a-48f8-8400-eae801ef71a9;7.0;24.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-89.0;;;;;;;;-82.0;-91.0;;-86.0;;;;-84.0;-84.0;-88.0;-85.0;-76.0;-76.0;;;;;-93.0;;;;;
0decb471-47aa-4de8-be0e-3564d9379a58;1.0;22.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-83.0;;;;;;;;-80.0;-79.0;;;;;;;;;;
89640a86-ccd4-4fd3-b188-845e9622d9ec;4.0;28.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-82.0;;;;-91.0;-88.0;;;-70.0;-70.0;;;;;;;;;;
8bdb759e-382b-420d-9d18-d58634f6b986;6.0;26.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-89.0;;;;;;;;-82.0;-88.0;-94.0;-81.0;;;-92.0;-83.0;-83.0;;;-67.0;-68.0;;;;;-85.0;;;;;
2301f25e-0da0-4f31-a4e4-0853c7e043a1;4.0;22.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-85.0;;;-89.0;;;;-86.0;-87.0;-89.0;;-72.0;-72.0;;;;;;;;;;
f8cb254f-c081-4dd8-b1ca-3ffec4602767;4.0;25.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-83.0;;;;;;;;-67.0;-68.0;;;;;;;;;;
206b18ec-f1a5-4959-9a06-ac8983a6e501;9.0;27.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-96.0;;;;;;;;-86.0;;;-84.0;;;;-88.0;-85.0;;;-71.0;-72.0;;;;;-87.0;;;;;
0264c967-1fba-48b7-9617-ed0183507a41;6.0;23.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-88.0;;;;;;;;;-88.0;-94.0;-78.0;;;-87.0;-81.0;-81.0;-86.0;-87.0;-71.0;-71.0;;;;;-83.0;;;;;
cd573e0f-4ddb-42c7-b685-db8c17599b34;3.0;24.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-87.0;;;;;;;;-82.0;-81.0;;;;;;;;;;
af5c896b-8b73-443d-ac2b-3c015c239503;2.0;27.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-86.0;;;;;;;;-73.0;-72.0;;;;;;;;;;
fb7ed866-3ca1-48bf-849c-c35b7f168847;5.0;28.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-85.0;;;;-88.0;-88.0;;;-74.0;-74.0;;;;;;;;;;
611e7c54-d32a-4d8d-af14-25ebc6f4507c;5.0;27.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;;;;;;;;;-71.0;-71.0;;;;;;;;;;
e630c434-914d-42ac-abd6-24d2a62ab28a;9.0;22.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-80.0;-94.0;;-77.0;;-93.0;;-82.0;-84.0;-83.0;-86.0;-61.0;-61.0;;;;;-87.0;;;;;
885f4ddd-7c4a-47fd-8a06-1c5af50e80fa;8.0;26.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-88.0;;;;;;;;-84.0;-89.0;-92.0;-84.0;;;;-84.0;-82.0;;-93.0;-70.0;-70.0;;;;;-87.0;;;;;
ffd60193-eb22-4845-bb26-f03cd63411dc;8.0;23.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-95.0;;;;-90.0;;;;-84.0;;-86.0;-81.0;;-94.0;;-84.0;-86.0;-87.0;;-65.0;-66.0;;;;;-89.0;;;;;
40224266-6ac5-4f85-8def-f89797028140;9.0;28.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-83.0;;;;-88.0;-86.0;;;-76.0;-75.0;;;;;-92.0;;;;;
2839791b-110f-4a4b-9722-fb18eb05f2cd;6.0;25.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-87.0;;;;;;;;-80.0;;;-77.0;;;;-87.0;-86.0;-88.0;;-64.0;-64.0;;;;;-85.0;;;;;
5cef7935-1f2a-4304-aa81-2234b442d7a5;1.0;28.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-82.0;;;;;;;;-72.0;-72.0;;;;;;;;;;
4ed50c1e-0b91-4cc8-bab3-8fd8d08ab3c3;1.0;23.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-84.0;;;;;-92.0;;;-69.0;-69.0;;;;;;;;;;
d17958b4-ca51-4c1d-a8f7-eda5bafaa627;8.0;22.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;-89.0;-89.0;;;;-89.0;;;;-81.0;;;-78.0;;-83.0;;-84.0;-84.0;-85.0;-85.0;-67.0;-65.0;;;;;-85.0;;;;;
6f4e06c9-100a-4456-b8aa-6432cb95fc7e;6.0;22.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-87.0;;-86.0;-78.0;;-87.0;;-85.0;-81.0;-85.0;-85.0;-62.0;-62.0;;;;;-90.0;;;;;
a7a0b850-8985-4ab5-b403-a6f2528c57d2;2.0;25.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-88.0;;;;;;;;-74.0;-74.0;;;;;;;;;;
b318a0d9-a30b-4e74-99f7-ac289e67ef12;1.0;27.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-81.0;;;;;;;;-73.0;-74.0;;;;;;;;;;
67e9ce06-a66b-4beb-9854-745bcacf6d3c;9.0;24.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-84.0;-92.0;;-86.0;;;-94.0;-88.0;-86.0;;;-71.0;-67.0;;;;;-86.0;;;;;
21df2c47-50bf-4f06-bfd1-e3d04f12bd4d;7.0;22.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-90.0;;;;;;;;;-92.0;-90.0;-76.0;;-88.0;;-78.0;-84.0;-88.0;-87.0;-55.0;-55.0;;;;;-87.0;;;;;
c3f25e6c-46db-42ef-b5d6-e418a959d23d;9.0;26.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-95.0;;;;;;;;;-89.0;-96.0;-83.0;;;;-86.0;-85.0;;;-71.0;-70.0;;;;;-86.0;;;;;
04c653a8-d758-473a-9470-b40b08ac5bed;1.0;26.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-84.0;;;-84.0;;;;;;;;-74.0;-74.0;;;;;;;;;;
c497bb37-2d1d-4e6d-91fb-ab46210b4850;5.0;24.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-95.0;;;;;;;;;;;-80.0;;;;-85.0;-84.0;-86.0;-88.0;-65.0;-66.0;;;;;-89.0;;;;;
f80d912b-9ea6-4ad7-a5e9-9257f280c252;6.0;27.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-94.0;;;;;;;;;;;-85.0;;;;-83.0;-84.0;;;-69.0;-70.0;;;;;-89.0;;;;;
cee8236d-c78d-48be-9df9-70e3953644cb;1.0;25.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-87.0;;;;;;;;-74.0;-73.0;;;;;;;;;;
e57dcdd3-6bc3-45d9-98de-752d86ce3059;4.0;26.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;;;;;;;;;-78.0;-78.0;;;;;;;;;;
17e723c5-74e2-4969-a7ba-1959a3b85b1e;8.0;24.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-94.0;;;;;;;;-82.0;-87.0;;-88.0;;;;-83.0;-85.0;;;-73.0;-72.0;;;;;-88.0;;;;;
c58efa08-fa18-477e-8787-899704cd9bda;7.0;28.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-81.0;;;-82.0;;;;-82.0;-84.0;;;-72.0;-71.0;;;;;-89.0;;;;;
cca8c487-9609-45d5-8927-64999dc24712;7.0;23.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;-88.0;-88.0;;;;;;;;-75.0;-85.0;;-76.0;;-88.0;;-80.0;-78.0;-84.0;-85.0;-62.0;-61.0;;;;;-86.0;;;;;
4b713717-1469-48f0-90c3-0348c49c7a47;3.0;25.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;;;;;;;;;-80.0;-80.0;;;;;;;;;;
480303d0-740d-4137-a129-d618de1b00a2;6.0;24.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-93.0;;;;;;;;;-89.0;-88.0;-81.0;;;;-86.0;-86.0;;;-64.0;-64.0;;;;;-85.0;;;;;
26d520ea-e46d-4201-97a1-c4f4e3688f81;8.0;28.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-85.0;;;;-91.0;-91.0;;;-74.0;-74.0;;;;;-93.0;;;;;
7a0112d6-e74f-4b04-a8b8-d4ea7ab19da3;4.0;27.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-84.0;;;;;;;;-72.0;-72.0;;;;;;;;;;
929d3678-4f5c-4303-9fea-6f76c6286585;4.0;24.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-81.0;;;;;;;;-74.0;-74.0;;;;;;;;;;
3848c09f-d1e8-40a5-9a63-e7e440cc069f;7.0;27.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;-93.0;;;;;;;;-84.0;;;-84.0;;;;-91.0;-86.0;;;-67.0;-69.0;;;;;-94.0;;;;;
cb260455-ae19-4593-ab32-e6a3cf7c04f8;2.0;24.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-85.0;;;;;;;;-77.0;-76.0;;;;;;;;;;
ef502db8-8e46-4f2f-b26c-26ddbfb610ac;2.0;22.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-92.0;;;;-88.0;-89.0;;;-76.0;-77.0;;;;;;;;;;
7dfa5601-b52b-4b97-adc2-06c0e9514a91;8.0;27.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-84.0;;;;-90.0;;;;-74.0;-75.0;;;;;;;;;;
2bd3210a-e8cf-4433-9670-46169fff2c4b;5.0;26.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-81.0;;;;-84.0;-84.0;;;-68.0;-69.0;;;;;-89.0;;;;;
8419f0e8-eb35-4bd7-9103-63a9c001b1bd;3.0;22.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-87.0;;;;;;;;-76.0;-75.0;;;;;;;;;;
3434bd9d-eef2-45a3-9fe5-d10ea4b89e85;2.0;26.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;;;;;;;;;-78.0;-78.0;;;;;;;;;;
39e56e5a-4c20-488f-8330-38b2554454c9;2.0;23.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;-80.0;;;-85.0;;;;;;-87.0;;-70.0;-70.0;;;;;;;;;;
4aec9ac9-cea0-427c-8d78-d1c27d562de7;3.0;26.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-88.0;;;;;;;;-77.0;-77.0;;;;;;;;;;
4492afd1-1d03-4c4d-a0cf-cab2d1b2ac76;2.0;28.0;4.4;43f5e995-b6f9-4e6f-b40a-9f6bca793ecd;Lab 104;;;;;;;;;;;;;-86.0;;;;;;;;-72.0;-69.0;;;;;;;;;;
d80c6865-54a4-4750-9e0d-922f86e11ee5;11.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-88.0;;;;-93.0;;-86.0;-80.0;-71.0;;;-65.0;;;;-81.0;-79.0;-76.0;-75.0;-42.0;-42.0;;-87.0;;;-86.0;;;;;
705d79ea-f9ab-43bf-ad4f-833a75dec3f6;20.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-83.0;-89.0;;;;-83.0;;-83.0;-81.0;-80.0;;;-82.0;;-81.0;;;;-64.0;-63.0;-68.0;-68.0;;;;;;-82.0;;;;
23bba73d-0d48-4a6b-a073-ebcf3dfef614;2.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;;;;;;;;-85.0;;;;-78.0;;;;;;-74.0;-79.0;-62.0;-61.0;;;;;;;;;;
91fc6108-0859-477e-98e4-edf5734bfdbd;10.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-87.0;;;;-89.0;;;;-71.0;-89.0;;-69.0;;-86.0;;;;-78.0;-78.0;-42.0;-42.0;;;;;-87.0;;;;;
02008c87-3e95-4fc5-9f2f-037a2d027b9c;18.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-85.0;-92.0;;;;-86.0;;;-87.0;;;;-67.0;;-86.0;;;;-74.0;-76.0;-53.0;-53.0;;;;;;;;;;
3b786996-705f-4daa-871f-e0aef97c9e8d;4.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-94.0;;;;;;;;-72.0;-88.0;;-78.0;;;-88.0;-83.0;-83.0;-73.0;-71.0;-58.0;-60.0;;;;;;;;;;
7d2908bc-729a-489b-8a81-d30a85df0bf4;16.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-81.0;;;;-84.0;;-79.0;-84.0;;;-90.0;-68.0;;-83.0;-90.0;;-89.0;-69.0;-69.0;-52.0;-52.0;;;;;;-85.0;;;;
b0ca4765-7654-4b6c-bdd8-65c002311411;26.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-71.0;;;;;-71.0;;;-67.0;;;;;;-70.0;;;;-62.0;-62.0;-63.0;-64.0;;;;;;;;;;
9349e003-9d44-43a8-be5e-192602b806bd;17.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-85.0;-92.0;;;;-86.0;;-87.0;-87.0;;;;-78.0;;-90.0;;;;-77.0;-77.0;-58.0;-56.0;;;;;-92.0;;;;;
b2ddddfb-c81f-46a9-8330-d8400a8537aa;7.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-77.0;;;;;;-88.0;;-70.0;-78.0;-86.0;-66.0;;;-87.0;-77.0;-76.0;-71.0;-72.0;-57.0;-57.0;;;;;-82.0;;;;;
c92e3ee7-4664-4211-a2df-810e0f68efee;9.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;;;;;;;;;-71.0;-87.0;-87.0;-73.0;;;;-87.0;;-78.0;-78.0;-48.0;-48.0;;;;;-85.0;;;;;
4990b7e2-32fe-4452-98a2-0814bc9face5;8.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;;;;;;;;-92.0;-70.0;-85.0;;-70.0;;;;-89.0;-82.0;-81.0;-80.0;-53.0;-53.0;;;;;;;;;;
dca4cbb0-391b-4a32-8ed7-091865fb961e;18.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-82.0;-75.0;;;;-85.0;;-86.0;-78.0;-73.0;;-83.0;-71.0;;-83.0;;;;-62.0;-61.0;-56.0;-55.0;;;;;;-83.0;;;;
e17a36ab-ff7c-40f5-b4da-e8a30d70cb21;27.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-77.0;;-89.0;;;-86.0;;-82.0;-81.0;;;-89.0;-85.0;;-77.0;;;;-65.0;-65.0;-72.0;-70.0;;;;;;-82.0;;;;
1214d084-4b7a-43a7-ba82-d618c3db0fab;12.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-88.0;;;;-86.0;;;-85.0;-76.0;;;-68.0;;;;-89.0;;-74.0;-74.0;-44.0;-44.0;;-89.0;;;-87.0;;;;;
61e33dd7-f0f3-416b-9ecc-605e40f3c1bb;6.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;;;;;;;;;-73.0;;-90.0;-72.0;;;;;-86.0;-78.0;-78.0;-58.0;-57.0;;;;;;;;;;
e9349f3e-595d-413d-9b48-595636672cfa;1.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;;;;;;;;;-79.0;-89.0;;-78.0;;;;;-85.0;-77.0;-76.0;-61.0;-61.0;;;;;-93.0;;;;;
e4ac706f-6d99-44d0-a676-7e36fb22fee3;21.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-89.0;;;;-83.0;;-82.0;-92.0;-73.0;;;-83.0;;-83.0;;;;-75.0;-75.0;-59.0;-59.0;;;;;;-85.0;;;;
abb55a26-e393-4310-9cd7-36c8807c68f9;22.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-74.0;-86.0;;;;-66.0;;-78.0;-75.0;;;-80.0;;;-74.0;;;;-59.0;-58.0;-64.0;-66.0;;;;;;-78.0;;;;
8c46b0a2-260c-4099-897c-95d97b7e37fe;4.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;;;;;;;;;-80.0;;;-84.0;;;;;;-82.0;-84.0;-63.0;-63.0;;;;;;;;;;
2dd42973-7fba-45ae-b69c-fdc00498a631;24.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-80.0;-92.0;;;;-86.0;-93.0;-87.0;-86.0;-73.0;;-87.0;-89.0;;-79.0;-88.0;;;-71.0;-71.0;-62.0;-62.0;;;;;;;;;;
895af6c4-772f-42b9-a105-bf03d34b61e7;26.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-93.0;;;;-81.0;-93.0;-82.0;-75.0;-76.0;;-88.0;;;-83.0;;;;-65.0;-66.0;-67.0;-69.0;;;;;;-82.0;;;;
ef8d4784-71ed-46f1-8e9d-bd98d2779980;19.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-80.0;-90.0;;;;-87.0;;-83.0;-89.0;;;;-71.0;;-77.0;;;;-69.0;-70.0;-52.0;-52.0;;;;;;;;;;
b40f8d16-cbca-47ab-9606-4df06afd86a5;23.0;20.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-86.0;-92.0;;;;;;-88.0;-87.0;;;-82.0;-81.0;;-83.0;;;;-67.0;-67.0;-64.0;-65.0;;;;;;-85.0;;;;
480e0ea3-9d08-421f-9320-540ba441f003;14.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;-80.0;-77.0;;;;-86.0;;-82.0;-81.0;-68.0;;-87.0;-71.0;;-80.0;;;;-79.0;-79.0;-47.0;-47.0;;;;;;;;;;
39307307-d5aa-41f6-9772-390534b6763b;8.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-91.0;;;;;;;;-73.0;-86.0;-85.0;-69.0;;-86.0;-83.0;-80.0;-82.0;-74.0;-73.0;-52.0;-51.0;;;;;-78.0;;;;;
2a7d01f8-b2da-4e01-8e17-61dcc595ce8f;10.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-85.0;;;;;;-90.0;;-65.0;-89.0;-82.0;-68.0;;;-86.0;-77.0;-77.0;-78.0;-74.0;-46.0;-45.0;;;;;-81.0;;;;;
ad52ea07-235f-4a65-93ed-458acd668237;13.0;19.0;4.4;544bbbff-2c9c-4d7f-aad5-1742e2f26935;1st Floor West Corridor;;-89.0;;;;;;;;-66.0;-89.0;;-55.0;;-80.0;-90.0;-85.0;-84.0;-85.0;-73.0;-40.0;-39.0;;;;;-88.0;;;;;
