"measId";"measTimestamp";"Position X";" Position Y";"Position Z";"zoneId";"Zonename";"meas X";"meas Y";"meas Z";"gpsLatitude";"gpsLongitude";"gpsAltitude";"N";"109.0";"AIT-L15";"aut-sams-1";"bolyai_E4_floor3";"Bosch_Telemetry";"dd";"doa2";"doa200";"doa203";"doa207";"doa208";"doa6";"EET_3";"FRM";"GEIAKFSZ";"IITAP1";"IITAP1-GUEST";"IITAP2";"IITAP2-GUEST";"IITAP3";"IITAP3-GUEST";"info";"info2";"KEMA10";"kemA4";"KRZ";"library114";"TP-LINK_B2765A";"UPC Wi-Free";"UPC8902044";"wireless";"00:16:53:4C:B1:F9";"00:16:53:4C:B2:02";"00:16:53:4C:B4:EB";"00:16:53:4C:E9:1D";"00:16:53:4C:F2:6A";"00:16:53:4C:F5:2D";"00:16:53:4C:F9:A4";"00:16:53:4C:FA:60";"00:16:53:4C:FA:67";"48:5A:B6:54:35:DC";"6B:C2:26:12:62:60";"DANI 6B:C2:26:12:62:60";"DM06082 48:5A:B6:54:35:DC";"EV3 00:16:53:4C:E9:1D";"EV3 00:16:53:4C:F2:6A";"EV3 00:16:53:4C:FA:60";"EV3 00:16:53:4C:FA:67";"EV3BD 00:16:53:4C:F5:2D";"IZE 00:16:53:4C:B1:F9";"JOE 00:16:53:4C:F9:A4";"MEGAROBOT 00:16:53:4C:B2:02";"MrEv3 00:16:53:4C:B4:EB"
"ac90fa77-3616-442a-8a4a-666b8443b6fb";"2016-02-27 19:32:45.0";21.0;18.0;4.4;"59376e57-9d03-4b9d-af9b-36d6f617a935";"Lab 115";"-0.8451935648918152";"-0.3715146780014038";"-0.03388532996177673";"null";"null";"null";"-85";"-85";"null";"null";"null";"-86";"null";"-92";"-89";"null";"null";"null";"-81";"null";"-83";"null";"null";"null";"-73";"-74";"-69";"-69";"null";"null";"null";"null";"null";"-80";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"5dccbfc2-1115-4170-8852-46be1c2af4a8";"2016-02-27 19:22:20.0";21.0;15.0;4.4;"59376e57-9d03-4b9d-af9b-36d6f617a935";"Lab 115";"0.649587869644165";"-0.8860262036323547";"0.02499479427933693";"null";"null";"null";"null";"-77";"null";"null";"null";"-89";"null";"-83";"-87";"-86";"null";"null";"-88";"null";"-82";"null";"null";"null";"-63";"-64";"-69";"-68";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"d6fef7d0-5046-40e3-a664-57f5dc8084b0";"2016-02-27 19:24:57.0";23.0;18.0;4.4;"59376e57-9d03-4b9d-af9b-36d6f617a935";"Lab 115";"2.7861826419830322";"-1.0850712060928345";"1.1210366487503052";"null";"null";"null";"-86";"-86";"null";"null";"null";"-81";"null";"-84";"-85";"null";"null";"null";"-84";"null";"-80";"null";"null";"null";"-77";"-75";"-70";"-69";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
"61631052-66b7-4fe6-9020-5b4aef455693";"2016-02-27 19:27:38.0";27.0;18.0;4.4;"59376e57-9d03-4b9d-af9b-36d6f617a935";"Lab 115";"0.15603262186050415";"-1.0233662128448486";"0.141897052526474";"null";"null";"null";"null";"-87";"null";"null";"null";"-79";"null";"-83";"-78";"null";"null";"null";"null";"null";"-80";"null";"null";"null";"-62";"-61";"-69";"-70";"null";"null";"null";"null";"null";"-82";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"35213af6-fb15-461c-b082-a4c8aa567e42";"2016-02-27 19:23:48.0";23.0;15.0;4.4;"59376e57-9d03-4b9d-af9b-36d6f617a935";"Lab 115";"0.37137171626091003";"-0.587923526763916";"-0.018516402691602707";"null";"null";"null";"-83";"-77";"null";"null";"null";"-80";"null";"-81";"-80";"null";"null";"null";"-83";"null";"-82";"null";"null";"null";"-66";"-65";"-72";"-72";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"b6db9a39-9496-4450-99e5-5a3bc606eb8e";"2016-02-27 19:27:45.0";28.0;15.0;4.4;"59376e57-9d03-4b9d-af9b-36d6f617a935";"Lab 115";"0.11205055564641953";"-0.412501722574234";"-0.11809203028678894";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-83";"-76";"null";"null";"null";"null";"null";"-80";"null";"null";"null";"-56";"-56";"-73";"-72";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"9819a85c-bb11-4a35-a381-98d442cceb1a";"2016-02-27 19:30:28.0";25.0;16.0;4.4;"59376e57-9d03-4b9d-af9b-36d6f617a935";"Lab 115";"-1.2037423849105835";"-0.44803565740585327";"-0.12435499578714371";"null";"null";"null";"-85";"-89";"null";"null";"null";"-87";"null";"-89";"-93";"-86";"null";"null";"-87";"null";"-81";"null";"null";"null";"-77";"-77";"-85";"-85";"null";"null";"null";"null";"null";"-88";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"c3922b7d-95ab-49d0-b6e7-bfb6bfd722d6";"2016-02-27 19:24:28.0";24.0;15.0;4.4;"59376e57-9d03-4b9d-af9b-36d6f617a935";"Lab 115";"0.3579632341861725";"-0.7085233926773071";"0.020405331626534462";"null";"null";"null";"-79";"-90";"null";"null";"null";"-84";"null";"-84";"-82";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"-62";"-63";"-75";"-76";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"b0bf3fe7-3c62-472d-9132-ae1784e646d9";"2016-02-27 19:24:16.0";22.0;18.0;4.4;"59376e57-9d03-4b9d-af9b-36d6f617a935";"Lab 115";"0.3872918486595154";"-0.5262978076934814";"0.05449145287275314";"null";"null";"null";"-83";"-86";"null";"null";"null";"-85";"null";"null";"null";"-88";"null";"null";"-84";"null";"-84";"null";"null";"null";"-80";"-80";"-77";"-77";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
"8bd13a2e-3b29-40a9-9db0-414fabb68236";"2016-02-27 18:55:36.0";37.0;25.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"0.9467154145240784";"-1.2095468044281006";"-0.04995839670300484";"null";"null";"null";"null";"null";"null";"null";"null";"-86";"null";"-75";"-84";"null";"null";"null";"null";"null";"-82";"null";"null";"null";"-58";"-57";"-86";"-84";"-88";"null";"null";"null";"null";"-79";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"d79ab9b5-cf92-4341-9fd2-756b3546e135";"2016-02-27 19:13:50.0";33.0;25.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-1.9417310953140259";"-0.42905861139297485";"-0.08178437501192093";"null";"null";"null";"null";"null";"-87";"null";"null";"-86";"null";"-79";"-78";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"-65";"-65";"-86";"-85";"null";"-90";"null";"null";"null";"-82";"null";"null";"null";"null";0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ddc9d100-7922-4ffb-947a-3197dd1d14b0";"2016-02-27 19:13:16.0";33.0;24.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.8429304361343384";"-0.4809647798538208";"-0.22810262441635132";"null";"null";"null";"null";"null";"null";"null";"null";"-89";"null";"-79";"-79";"null";"null";"null";"null";"null";"-86";"null";"null";"null";"-61";"-60";"-84";"-82";"-92";"null";"null";"null";"null";"-73";"null";"null";"null";"null";0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"64d509a7-4b4d-48d1-ba2e-7cab4bfbd7ec";"2016-02-27 19:00:33.0";31.0;25.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-2.603163242340088";"-0.17653362452983856";"-0.08931399881839752";"null";"null";"null";"null";"null";"null";"null";"null";"-88";"null";"-83";"-82";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"-59";"-60";"-81";"-89";"null";"-88";"null";"null";"null";"-80";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"dadae6ec-e00e-4bf4-8410-726e18f68ae2";"2016-02-27 18:59:08.0";31.0;23.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-1.0629733800888062";"-0.1523655503988266";"-0.061460960656404495";"null";"null";"null";"-83";"null";"-92";"null";"null";"-83";"null";"-82";"-83";"null";"null";"null";"null";"null";"-81";"null";"null";"null";"-64";"-64";"-84";"-81";"null";"null";"null";"null";"null";"-82";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"5efecaef-bd4e-4923-b37a-5be6fde50b2d";"2016-02-27 18:58:24.0";31.0;22.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.749650776386261";"-0.19737279415130615";"-0.0153834018856287";"null";"null";"null";"null";"null";"null";"null";"null";"-82";"null";"-80";"-78";"null";"null";"null";"null";"null";"-83";"null";"null";"null";"-64";"-65";"-85";"-85";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"22dc00e9-46c9-45c5-80c2-cacf7a6f4b05";"2016-02-27 18:47:19.0";38.0;27.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-1.0639195442199707";"-1.099846363067627";"-0.18998828530311584";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-78";"-77";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-53";"-50";"null";"null";"null";"null";"null";"null";"null";"-78";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
"b6b3c1b9-1fdc-45e8-8995-21187046c1f1";"2016-02-27 18:58:08.0";37.0;22.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.33617693185806274";"-0.4395466148853302";"0.039195600897073746";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-71";"-87";"null";"null";"null";"null";"null";"-90";"null";"null";"null";"-47";"-46";"-81";"-81";"null";"null";"null";"null";"null";"-74";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"099a2696-39db-41b0-9e4a-195dfd1b262f";"2016-02-27 18:57:14.0";37.0;23.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-1.897014856338501";"-1.3640432357788086";"-0.16514867544174194";"null";"null";"null";"-91";"null";"null";"null";"null";"null";"null";"-70";"-86";"null";"null";"null";"null";"null";"-90";"null";"null";"null";"-50";"-49";"-83";"-84";"null";"null";"null";"null";"null";"-80";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"1f7b6cbf-a1a9-4649-a017-7b087b9b321f";"2016-02-27 19:01:24.0";36.0;25.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.36106181144714355";"-0.49438241124153137";"-0.059928152710199356";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-81";"-83";"null";"null";"null";"null";"null";"-89";"null";"null";"null";"-61";"-59";"-86";"-89";"null";"null";"null";"null";"null";"-86";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"b8553d42-ae56-46c7-8c90-e0f3bef52276";"2016-02-27 19:13:15.0";34.0;27.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.6956009864807129";"-0.5375054478645325";"0.01922839879989624";"null";"null";"null";"-88";"null";"null";"null";"null";"-87";"null";"-76";"-75";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"-65";"-63";"-83";"-83";"-86";"-87";"null";"null";"null";"-69";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"b52c602a-588f-4319-b9fc-1941d7feb4d9";"2016-02-27 19:06:06.0";32.0;26.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.4096424877643585";"-0.5860342383384705";"-0.09232933819293976";"null";"null";"null";"-83";"null";"null";"null";"null";"-85";"null";"-78";"-81";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"-65";"-66";"-80";"-81";"null";"null";"null";"null";"null";"-76";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"4aef255f-e3df-4a5b-a410-8b890ffbd57a";"2016-02-27 19:06:56.0";32.0;25.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"0.6560238003730774";"-0.546147346496582";"-0.2040179818868637";"null";"null";"null";"null";"null";"null";"null";"null";"-85";"null";"-85";"-78";"null";"null";"null";"null";"null";"-86";"null";"null";"null";"-61";"-61";"-78";"-78";"null";"null";"null";"null";"null";"-78";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"fd204e61-70de-4a23-8243-97c2cfab421d";"2016-02-27 18:52:07.0";30.0;27.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.6999863386154175";"-0.5667522549629211";"-0.141897052526474";"null";"null";"null";"null";"null";"null";"null";"null";"-87";"null";"-85";"-79";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"-62";"-62";"null";"-81";"null";"-87";"null";"null";"null";"-76";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"c84f07af-6db1-4d21-b1b3-5d966c130006";"2016-02-27 18:49:12.0";38.0;25.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.8395072221755981";"-1.178114652633667";"0.12970253825187683";"null";"null";"null";"null";"null";"-93";"-88";"null";"null";"null";"-71";"-76";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-42";"-43";"-83";"-82";"-86";"null";"null";"null";"null";"-79";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
"d2458af7-327b-42c4-bc24-adb45f57267a";"2016-02-27 19:08:11.0";35.0;24.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"0.9874079823493958";"-0.2177148461341858";"-0.09495171159505844";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"null";"-78";"null";"null";"null";"null";"null";"null";"-85";"null";"null";"null";"-66";"-66";"-86";"-83";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"94beea57-f294-437a-8ee9-3ae93e4a622d";"2016-02-27 18:46:26.0";38.0;28.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.19737350940704346";"-0.8902111649513245";"-0.052583057433366776";"null";"null";"null";"-91";"null";"null";"null";"null";"null";"null";"-87";"-84";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-63";"-63";"-85";"null";"null";"-89";"null";"null";"null";"-84";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"31649a86-90c7-4680-b943-e3f63d56e913";"2016-02-27 18:49:24.0";29.0;26.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-2.3461594581604004";"-0.3787939250469208";"-0.09966865926980972";"null";"null";"null";"-86";"null";"null";"null";"null";"-82";"null";"-81";"-83";"null";"null";"null";"null";"null";"-86";"null";"null";"null";"-64";"-63";"-90";"-88";"null";"null";"null";"null";"null";"-74";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"3e6d6e41-eb18-4302-8319-c49a8b2bf7d9";"2016-02-27 19:08:47.0";32.0;24.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"0.6600819230079651";"-0.5375648736953735";"0.035073328763246536";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-82";"-84";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"-71";"-71";"-84";"-84";"null";"null";"null";"null";"null";"-82";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"bec6a488-e761-43b4-bb75-ced7d08ea8a5";"2016-02-27 19:02:59.0";31.0;28.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-2.3435006141662598";"-0.2873958349227905";"-0.0934767797589302";"null";"null";"null";"-93";"null";"null";"null";"null";"-82";"null";"-82";"-83";"null";"null";"null";"null";"null";"-88";"null";"null";"null";"-60";"-60";"-89";"-86";"null";"-86";"null";"null";"null";"-86";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"388e5f94-f8f3-48be-bcd4-8f7a805a7347";"2016-02-27 19:06:14.0";35.0;22.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"0.7705629467964172";"-0.5832810401916504";"0.019997334107756615";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-81";"-89";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-65";"-66";"-86";"-86";"null";"null";"null";"null";"null";"-83";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"d2b9f08e-cd67-4045-96d7-dfca3d52b3ba";"2016-02-27 19:13:58.0";34.0;26.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.6676009893417358";"-0.8441144824028015";"-0.1343214362859726";"null";"null";"null";"-84";"null";"null";"-85";"null";"null";"null";"-80";"-74";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"-59";"-59";"-81";"-82";"-85";"-87";"null";"null";"null";"-65";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"664b13c1-cf09-4572-b071-c1c916394264";"2016-02-27 19:11:18.0";33.0;22.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-1.4393478631973267";"-0.3930279016494751";"-0.09966865181922913";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-86";"-86";"null";"null";"null";"null";"null";"-88";"null";"null";"null";"-75";"-74";"-90";"-87";"null";"null";"null";"null";"null";"-85";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"f430ff10-544f-4eac-8668-5a97835b00d6";"2016-02-27 19:16:30.0";34.0;23.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.7152864336967468";"-0.4381401836872101";"0.06114816293120384";"null";"null";"null";"null";"null";"-86";"null";"null";"null";"null";"-81";"-80";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"-64";"-64";"-84";"-83";"null";"-90";"null";"null";"null";"-78";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"e7f84e6e-83cd-4731-8085-339edb676ec9";"2016-02-27 18:50:22.0";38.0;24.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"1.7792021036148071";"-1.069878339767456";"0.03446910157799721";"null";"null";"null";"null";"null";"-87";"-87";"null";"null";"null";"-76";"-82";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-60";"-60";"-85";"-86";"null";"null";"null";"null";"null";"-74";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
"16085daa-d582-468f-be22-239957182650";"2016-02-27 19:10:45.0";35.0;27.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"1.8635478019714355";"-0.2616736590862274";"-0.017855245620012283";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-88";"-89";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-71";"-71";"null";"null";"null";"-88";"null";"null";"null";"-83";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"444b1284-be65-41b8-b86b-d5ea7a2ed90f";"2016-02-27 18:54:42.0";30.0;23.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-1.169668197631836";"-0.32622629404067993";"-0.04834938421845436";"null";"null";"null";"-81";"null";"null";"null";"null";"-79";"null";"-89";"-81";"null";"null";"null";"null";"null";"-81";"null";"null";"null";"-69";"-71";"-85";"-82";"null";"null";"null";"null";"null";"-86";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2c17f025-f739-4339-8607-df46a314b798";"2016-02-27 19:04:26.0";36.0;23.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"2.0325965881347656";"-0.37065982818603516";"-0.03702012076973915";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-76";"-87";"null";"null";"null";"null";"null";"-92";"null";"null";"null";"-69";"-69";"-84";"-83";"null";"null";"null";"null";"null";"-82";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"c7e4c700-0e7a-43e5-948c-4d3af5304f9b";"2016-02-27 18:50:42.0";29.0;28.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"0.4366484582424164";"-0.41172361373901367";"-0.13477128744125366";"null";"null";"null";"-87";"null";"null";"null";"null";"-81";"null";"-84";"-87";"null";"null";"null";"null";"null";"-84";"null";"null";"null";"-64";"-64";"-84";"-83";"null";"-89";"null";"null";"null";"-75";"null";"null";"null";"null";0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"fa980191-bbbc-449b-9c84-b3645cfff7d6";"2016-02-27 18:51:59.0";38.0;22.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-0.3855725824832916";"-0.20450028777122498";"-0.03771795704960823";"null";"null";"null";"null";"null";"-88";"null";"null";"-86";"null";"-67";"-88";"null";"null";"null";"null";"null";"-87";"null";"null";"null";"-53";"-52";"-77";"-78";"null";"null";"null";"null";"null";"-66";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
"51bb09fc-e12f-49d9-92e8-bb611f88fdf4";"2016-02-27 18:53:48.0";37.0;27.0;4.4;"5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d";"Lab 101";"-2.7284703254699707";"-1.2557847499847412";"-0.16514869034290314";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-81";"-89";"null";"null";"null";"null";"null";"null";"null";"null";"null";"-61";"-61";"-90";"-90";"null";"null";"null";"null";"null";"-86";"null";"null";"null";"null";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
